,timestamp,buyer,seller,symbol,currency,price,quantity
1120,67000,Paris,Charlie,SQUID_INK,SEASHELLS,1782.0,1
1133,67300,Charlie,Paris,SQUID_INK,SEASHELLS,1779.0,1
1138,67600,Charlie,Paris,SQUID_INK,SEASHELLS,1780.0,2
1140,67700,Camilla,Paris,SQUID_INK,SEASHELLS,1782.0,1
1143,67800,Paris,Caesar,SQUID_INK,SEASHELLS,1783.0,1
1147,68000,Paris,Charlie,SQUID_INK,SEASHELLS,1782.0,2
1151,68100,Penelope,Caesar,SQUID_INK,SEASHELLS,1782.0,2
1156,68300,Charlie,Paris,SQUID_INK,SEASHELLS,1781.0,1
1161,69000,Paris,Charlie,SQUID_INK,SEASHELLS,1785.0,2
1180,70200,Charlie,Pablo,SQUID_INK,SEASHELLS,1781.0,3
1207,72200,Charlie,Paris,SQUID_INK,SEASHELLS,1785.0,1
1208,72200,Penelope,Charlie,SQUID_INK,SEASHELLS,1788.0,14
1211,72400,Penelope,Charlie,SQUID_INK,SEASHELLS,1787.0,6
1215,72500,Charlie,Paris,SQUID_INK,SEASHELLS,1786.0,2
1222,72800,Paris,Charlie,SQUID_INK,SEASHELLS,1788.0,2
1224,72900,Charlie,Paris,SQUID_INK,SEASHELLS,1786.0,1
1246,74100,Penelope,Charlie,SQUID_INK,SEASHELLS,1786.0,8
1249,74300,Paris,Charlie,SQUID_INK,SEASHELLS,1787.0,1
1254,74400,Charlie,Paris,SQUID_INK,SEASHELLS,1785.0,1
1273,75200,Charlie,Paris,SQUID_INK,SEASHELLS,1783.0,1
1276,75400,Charlie,Gary,SQUID_INK,SEASHELLS,1784.0,15
1281,75600,Charlie,Paris,SQUID_INK,SEASHELLS,1785.0,1
1286,76000,Pablo,Camilla,SQUID_INK,SEASHELLS,1785.0,2
1299,76400,Paris,Charlie,SQUID_INK,SEASHELLS,1786.0,1
1302,76500,Paris,Charlie,SQUID_INK,SEASHELLS,1784.0,1
1308,77100,Paris,Charlie,SQUID_INK,SEASHELLS,1787.0,1
1314,78100,Camilla,Paris,SQUID_INK,SEASHELLS,1786.0,1
1319,78300,Paris,Charlie,SQUID_INK,SEASHELLS,1788.0,1
1322,78400,Penelope,Charlie,SQUID_INK,SEASHELLS,1787.0,5
1332,79100,Charlie,Paris,SQUID_INK,SEASHELLS,1783.0,1
1336,79300,Charlie,Gina,SQUID_INK,SEASHELLS,1781.0,10
1343,79900,Camilla,Gina,SQUID_INK,SEASHELLS,1780.0,2
1344,79900,Charlie,Gina,SQUID_INK,SEASHELLS,1780.0,5
1351,80100,Paris,Camilla,SQUID_INK,SEASHELLS,1782.0,1
1361,80700,Charlie,Paris,SQUID_INK,SEASHELLS,1777.0,1
1368,80900,Gary,Charlie,SQUID_INK,SEASHELLS,1782.0,15
1369,80900,Paris,Charlie,SQUID_INK,SEASHELLS,1781.0,1
1371,81200,Charlie,Paris,SQUID_INK,SEASHELLS,1780.0,2
1375,81700,Paris,Caesar,SQUID_INK,SEASHELLS,1779.0,1
1376,81700,Camilla,Caesar,SQUID_INK,SEASHELLS,1778.0,4
1384,81800,Paris,Charlie,SQUID_INK,SEASHELLS,1781.0,2
1389,81900,Paris,Charlie,SQUID_INK,SEASHELLS,1780.0,2
1391,82000,Penelope,Charlie,SQUID_INK,SEASHELLS,1781.0,13
1393,82200,Penelope,Charlie,SQUID_INK,SEASHELLS,1779.0,4
1400,82500,Charlie,Gary,SQUID_INK,SEASHELLS,1776.0,15
1402,82700,Charlie,Paris,SQUID_INK,SEASHELLS,1775.0,1
1408,83000,Penelope,Charlie,SQUID_INK,SEASHELLS,1777.0,8
1413,83500,Charlie,Paris,SQUID_INK,SEASHELLS,1777.0,1
1422,84000,Paris,Charlie,SQUID_INK,SEASHELLS,1779.0,2
1428,84200,Paris,Camilla,SQUID_INK,SEASHELLS,1777.0,1
1432,84300,Paris,Charlie,SQUID_INK,SEASHELLS,1778.0,1
1434,84700,Camilla,Paris,SQUID_INK,SEASHELLS,1776.0,1
1460,85800,Camilla,Penelope,SQUID_INK,SEASHELLS,1776.0,2
1461,85800,Charlie,Penelope,SQUID_INK,SEASHELLS,1776.0,4
1467,86500,Camilla,Caesar,SQUID_INK,SEASHELLS,1783.0,3
1474,86800,Paris,Charlie,SQUID_INK,SEASHELLS,1785.0,1
1476,86900,Caesar,Pablo,SQUID_INK,SEASHELLS,1782.0,2
1479,87000,Charlie,Pablo,SQUID_INK,SEASHELLS,1781.0,4
1483,87100,Charlie,Pablo,SQUID_INK,SEASHELLS,1782.0,3
1494,87900,Caesar,Paris,SQUID_INK,SEASHELLS,1779.0,1
1503,88300,Paris,Charlie,SQUID_INK,SEASHELLS,1784.0,2
1505,88400,Charlie,Camilla,SQUID_INK,SEASHELLS,1783.0,2
1510,88600,Paris,Charlie,SQUID_INK,SEASHELLS,1784.0,1
1516,88900,Charlie,Gary,SQUID_INK,SEASHELLS,1783.0,14
1527,89800,Pablo,Paris,SQUID_INK,SEASHELLS,1787.0,2
1562,90800,Charlie,Paris,SQUID_INK,SEASHELLS,1788.0,1
1563,90800,Paris,Charlie,SQUID_INK,SEASHELLS,1791.0,1
1570,91200,Charlie,Pablo,SQUID_INK,SEASHELLS,1789.0,3
1571,91200,Charlie,Paris,SQUID_INK,SEASHELLS,1789.0,2
1576,91300,Paris,Charlie,SQUID_INK,SEASHELLS,1791.0,1
1578,91500,Charlie,Penelope,SQUID_INK,SEASHELLS,1790.0,13
1603,92500,Charlie,Gary,SQUID_INK,SEASHELLS,1792.0,15
1604,92600,Charlie,Caesar,SQUID_INK,SEASHELLS,1793.0,2
1613,93000,Caesar,Paris,SQUID_INK,SEASHELLS,1794.0,1
1615,93300,Penelope,Camilla,SQUID_INK,SEASHELLS,1796.0,5
1620,93600,Charlie,Pablo,SQUID_INK,SEASHELLS,1794.0,3
1636,94200,Paris,Charlie,SQUID_INK,SEASHELLS,1796.0,1
1638,94300,Penelope,Camilla,SQUID_INK,SEASHELLS,1795.0,1
1640,94500,Paris,Charlie,SQUID_INK,SEASHELLS,1797.0,2
1643,94600,Paris,Paris,SQUID_INK,SEASHELLS,1796.0,1
1645,94800,Charlie,Paris,SQUID_INK,SEASHELLS,1795.0,1
1648,95400,Paris,Charlie,SQUID_INK,SEASHELLS,1798.0,1
1668,97300,Camilla,Paris,SQUID_INK,SEASHELLS,1788.0,1
1672,97400,Charlie,Paris,SQUID_INK,SEASHELLS,1789.0,1
1673,97400,Charlie,Penelope,SQUID_INK,SEASHELLS,1789.0,5
1699,99000,Charlie,Paris,SQUID_INK,SEASHELLS,1787.0,1
1704,99300,Caesar,Camilla,SQUID_INK,SEASHELLS,1788.0,2
1705,99300,Paris,Camilla,SQUID_INK,SEASHELLS,1788.0,1
1708,99500,Gary,Caesar,SQUID_INK,SEASHELLS,1788.0,2
1714,100600,Paris,Charlie,SQUID_INK,SEASHELLS,1787.0,1
1721,100900,Paris,Camilla,SQUID_INK,SEASHELLS,1786.0,1
1722,100900,Charlie,Penelope,SQUID_INK,SEASHELLS,1784.0,5
1733,101700,Charlie,Paris,SQUID_INK,SEASHELLS,1782.0,1
1735,101800,Charlie,Paris,SQUID_INK,SEASHELLS,1783.0,2
1737,101900,Charlie,Paris,SQUID_INK,SEASHELLS,1782.0,1
1744,102100,Charlie,Pablo,SQUID_INK,SEASHELLS,1781.0,5
1755,102400,Charlie,Paris,SQUID_INK,SEASHELLS,1778.0,1
1756,102400,Charlie,Caesar,SQUID_INK,SEASHELLS,1779.0,2
1759,102600,Penelope,Charlie,SQUID_INK,SEASHELLS,1781.0,15
1769,103100,Charlie,Pablo,SQUID_INK,SEASHELLS,1784.0,5
1771,103200,Paris,Caesar,SQUID_INK,SEASHELLS,1786.0,1
1778,103800,Paris,Gary,SQUID_INK,SEASHELLS,1788.0,1
1797,104400,Charlie,Pablo,SQUID_INK,SEASHELLS,1788.0,4
1800,104500,Charlie,Paris,SQUID_INK,SEASHELLS,1787.0,1
1802,104600,Charlie,Paris,SQUID_INK,SEASHELLS,1787.0,1
1805,104700,Charlie,Paris,SQUID_INK,SEASHELLS,1788.0,1
1808,105200,Charlie,Paris,SQUID_INK,SEASHELLS,1789.0,1
1811,105300,Caesar,Paris,SQUID_INK,SEASHELLS,1789.0,1
1812,105300,Caesar,Gary,SQUID_INK,SEASHELLS,1790.0,1
1815,105500,Paris,Charlie,SQUID_INK,SEASHELLS,1791.0,1
1820,105700,Pablo,Camilla,SQUID_INK,SEASHELLS,1791.0,2
1830,106500,Gary,Charlie,SQUID_INK,SEASHELLS,1793.0,8
1834,106800,Camilla,Paris,SQUID_INK,SEASHELLS,1792.0,1
1835,106800,Penelope,Charlie,SQUID_INK,SEASHELLS,1795.0,11
1838,106900,Camilla,Gary,SQUID_INK,SEASHELLS,1791.0,1
1839,106900,Charlie,Gary,SQUID_INK,SEASHELLS,1791.0,8
1851,107600,Charlie,Paris,SQUID_INK,SEASHELLS,1796.0,1
1853,107800,Paris,Paris,SQUID_INK,SEASHELLS,1796.0,1
1856,107900,Paris,Camilla,SQUID_INK,SEASHELLS,1796.0,1
1868,108600,Pablo,Paris,SQUID_INK,SEASHELLS,1798.0,1
1873,109000,Camilla,Paris,SQUID_INK,SEASHELLS,1800.0,1
1879,109300,Penelope,Caesar,SQUID_INK,SEASHELLS,1799.0,1
1884,109400,Gina,Camilla,SQUID_INK,SEASHELLS,1797.0,6
1885,109400,Gina,Charlie,SQUID_INK,SEASHELLS,1797.0,2
1904,111000,Penelope,Charlie,SQUID_INK,SEASHELLS,1795.0,15
1909,111200,Camilla,Paris,SQUID_INK,SEASHELLS,1789.0,1
1910,111200,Camilla,Caesar,SQUID_INK,SEASHELLS,1789.0,2
1912,111400,Charlie,Paris,SQUID_INK,SEASHELLS,1790.0,1
1934,112300,Charlie,Paris,SQUID_INK,SEASHELLS,1785.0,1
1937,112600,Charlie,Paris,SQUID_INK,SEASHELLS,1783.0,1
1940,112900,Charlie,Paris,SQUID_INK,SEASHELLS,1785.0,1
1960,114100,Charlie,Penelope,SQUID_INK,SEASHELLS,1777.0,5
1961,114100,Paris,Charlie,SQUID_INK,SEASHELLS,1780.0,1
1964,114200,Charlie,Penelope,SQUID_INK,SEASHELLS,1774.0,14
1966,114300,Paris,Paris,SQUID_INK,SEASHELLS,1774.0,1
1987,115000,Paris,Camilla,SQUID_INK,SEASHELLS,1778.0,1
1988,115000,Charlie,Gary,SQUID_INK,SEASHELLS,1776.0,10
1991,115200,Olivia,Charlie,SQUID_INK,SEASHELLS,1772.0,15
1995,115400,Camilla,Penelope,SQUID_INK,SEASHELLS,1772.0,5
1996,115400,Charlie,Penelope,SQUID_INK,SEASHELLS,1772.0,5
1999,115500,Paris,Charlie,SQUID_INK,SEASHELLS,1773.0,1
2006,116100,Charlie,Paris,SQUID_INK,SEASHELLS,1772.0,1
2021,116600,Charlie,Paris,SQUID_INK,SEASHELLS,1778.0,1
2026,117100,Paris,Camilla,SQUID_INK,SEASHELLS,1780.0,1
2028,117300,Charlie,Paris,SQUID_INK,SEASHELLS,1777.0,1
2035,117500,Charlie,Paris,SQUID_INK,SEASHELLS,1777.0,1
2038,117700,Charlie,Penelope,SQUID_INK,SEASHELLS,1776.0,9
2040,117800,Paris,Camilla,SQUID_INK,SEASHELLS,1778.0,1
2043,118100,Camilla,Caesar,SQUID_INK,SEASHELLS,1776.0,4
2044,118100,Camilla,Paris,SQUID_INK,SEASHELLS,1776.0,2
2049,118800,Charlie,Paris,SQUID_INK,SEASHELLS,1781.0,1
2053,119100,Paris,Charlie,SQUID_INK,SEASHELLS,1787.0,2
2065,120300,Charlie,Paris,SQUID_INK,SEASHELLS,1784.0,1
2072,120900,Paris,Camilla,SQUID_INK,SEASHELLS,1790.0,1
2083,121400,Charlie,Paris,SQUID_INK,SEASHELLS,1790.0,1
2094,122200,Charlie,Paris,SQUID_INK,SEASHELLS,1785.0,1
2097,122500,Charlie,Paris,SQUID_INK,SEASHELLS,1785.0,1
2100,122900,Charlie,Paris,SQUID_INK,SEASHELLS,1783.0,1
2102,123000,Gary,Charlie,SQUID_INK,SEASHELLS,1787.0,9
2103,123000,Paris,Charlie,SQUID_INK,SEASHELLS,1786.0,1
2108,123200,Paris,Charlie,SQUID_INK,SEASHELLS,1786.0,1
2113,123400,Penelope,Charlie,SQUID_INK,SEASHELLS,1788.0,11
2118,123800,Penelope,Charlie,SQUID_INK,SEASHELLS,1785.0,6
2119,123800,Paris,Charlie,SQUID_INK,SEASHELLS,1785.0,2
2123,124400,Paris,Charlie,SQUID_INK,SEASHELLS,1782.0,1
2128,125100,Caesar,Paris,SQUID_INK,SEASHELLS,1781.0,1
2129,125100,Caesar,Paris,SQUID_INK,SEASHELLS,1781.0,1
2134,125300,Camilla,Gina,SQUID_INK,SEASHELLS,1782.0,8
2135,125300,Charlie,Gina,SQUID_INK,SEASHELLS,1782.0,1
2140,125800,Charlie,Gary,SQUID_INK,SEASHELLS,1781.0,14
2147,126400,Charlie,Paris,SQUID_INK,SEASHELLS,1783.0,1
2153,126700,Charlie,Paris,SQUID_INK,SEASHELLS,1783.0,1
2154,126700,Charlie,Paris,SQUID_INK,SEASHELLS,1784.0,1
2157,127000,Camilla,Caesar,SQUID_INK,SEASHELLS,1781.0,2
2158,127000,Paris,Caesar,SQUID_INK,SEASHELLS,1781.0,1
2169,127400,Charlie,Penelope,SQUID_INK,SEASHELLS,1781.0,10
2173,127700,Camilla,Paris,SQUID_INK,SEASHELLS,1780.0,1
2175,127800,Charlie,Pablo,SQUID_INK,SEASHELLS,1779.0,2
2177,127900,Caesar,Paris,SQUID_INK,SEASHELLS,1780.0,1
2182,128000,Camilla,Penelope,SQUID_INK,SEASHELLS,1780.0,4
2183,128000,Charlie,Penelope,SQUID_INK,SEASHELLS,1780.0,7
2184,128000,Camilla,Paris,SQUID_INK,SEASHELLS,1780.0,0
2185,128000,Charlie,Paris,SQUID_INK,SEASHELLS,1780.0,2
2188,128100,Paris,Pablo,SQUID_INK,SEASHELLS,1778.0,1
2193,128500,Gary,Charlie,SQUID_INK,SEASHELLS,1777.0,10
